Transaction_ID,Date,Client_ID,Account_Number,Transaction_Type,Amount,Currency,Exchange_Rate,Amount_in_USD,Client_Sector,Client_Industry,Region,Country,City,Branch_Code,Transaction_Status,Employee_ID,Employee_Role,Risk_Score,Fraud_Flag,Approval_Status,Settlement_Date,Maturity_Date,Interest_Rate,Collateral_Type,Loan_Type,Purpose
500,2024-05-14,3613,4138744,Deposit,134076.71,GBP,1.2327,165276.36,Corporate,Manufacturing,Asia,Germany,Berlin,917,Completed,799,Director,0.04,1,Approved,2024-05-15,2025-05-14,0.082,Bonds,Revolving,Equipment Purchase
501,2024-05-15,1569,9535078,Deposit,632763.86,USD,1.1169,706733.96,SME,Healthcare,North America,USA,New York,816,Pending,156,Director,0.114,1,Pending,2024-05-16,2025-05-15,0.034,Bonds,Revolving,Working Capital
502,2024-05-16,2346,7935774,Transfer,129197.54,GBP,0.5029,64973.44,Retail,Manufacturing,Europe,Japan,New York,116,Failed,212,Analyst,0.753,0,Rejected,2024-05-17,2025-05-16,0.041,Bonds,Revolving,Equipment Purchase
503,2024-05-17,2895,2367223,Payment,578914.02,EUR,0.5094,294898.8,Corporate,Manufacturing,Asia,Brazil,Tokyo,299,Completed,834,Director,0.716,1,Pending,2024-05-18,2025-05-17,0.093,Bonds,Long-term,Debt Refinancing
504,2024-05-18,3733,3428081,Withdrawal,693728.71,USD,1.3088,907952.14,SME,Manufacturing,South America,Japan,Tokyo,643,Failed,169,Director,0.153,1,Pending,2024-05-19,2025-05-18,0.078,None,Long-term,Debt Refinancing
505,2024-05-19,4863,5273445,Payment,700910.88,EUR,0.7594,532271.72,Corporate,Finance,South America,Brazil,Tokyo,311,Failed,838,Director,0.059,0,Pending,2024-05-20,2025-05-19,0.069,Bonds,Revolving,Business Expansion
506,2024-05-20,1625,4184790,Deposit,753718.64,JPY,1.1361,856299.75,Retail,Healthcare,South America,Brazil,Sao Paulo,534,Pending,867,Manager,0.579,0,Rejected,2024-05-21,2025-05-20,0.033,Bonds,Installment,Equipment Purchase
507,2024-05-21,4359,7681935,Payment,872986.56,USD,0.9542,833003.78,Retail,Healthcare,Europe,Japan,Tokyo,372,Completed,791,Analyst,0.636,0,Approved,2024-05-22,2025-05-21,0.073,Bonds,Short-term,Business Expansion
508,2024-05-22,3901,7689142,Payment,500459.03,EUR,1.3634,682325.84,Retail,Technology,South America,Brazil,Berlin,389,Completed,283,Director,0.135,1,Pending,2024-05-23,2025-05-22,0.09,Stocks,Installment,Debt Refinancing
509,2024-05-23,2686,5990961,Withdrawal,730518.94,GBP,1.417,1035145.34,Retail,Finance,North America,USA,New York,902,Pending,802,Director,0.474,0,Rejected,2024-05-24,2025-05-23,0.031,None,Short-term,Equipment Purchase
510,2024-05-24,4009,4646804,Transfer,619553.56,JPY,1.4968,927347.77,Retail,Technology,North America,Germany,New York,582,Pending,843,Director,0.306,0,Pending,2024-05-25,2025-05-24,0.074,Bonds,Revolving,Business Expansion
511,2024-05-25,4710,1647296,Transfer,187453.3,EUR,0.6537,122538.22,Corporate,Technology,South America,Brazil,Sao Paulo,333,Pending,375,Manager,0.931,0,Approved,2024-05-26,2025-05-25,0.045,Stocks,Long-term,Debt Refinancing
512,2024-05-26,1154,2549302,Payment,26663.96,USD,1.363,36342.98,Retail,Manufacturing,Asia,Japan,New York,507,Pending,332,Manager,0.219,1,Pending,2024-05-27,2025-05-26,0.021,Property,Long-term,Business Expansion
513,2024-05-27,3537,4122951,Payment,285256.84,EUR,0.766,218506.74,Retail,Finance,South America,Germany,New York,793,Pending,153,Analyst,0.733,0,Approved,2024-05-28,2025-05-27,0.079,None,Short-term,Equipment Purchase
514,2024-05-28,2409,1800101,Transfer,443590.67,JPY,1.0908,483868.7,SME,Technology,North America,USA,Berlin,245,Failed,356,Associate,0.518,0,Rejected,2024-05-29,2025-05-28,0.025,Bonds,Revolving,Business Expansion
515,2024-05-29,1784,5100612,Transfer,617488.84,USD,1.0058,621070.28,Retail,Healthcare,North America,Brazil,New York,661,Pending,189,Analyst,0.012,1,Approved,2024-05-30,2025-05-29,0.033,Stocks,Long-term,Business Expansion
516,2024-05-30,4175,6877845,Withdrawal,850109.37,JPY,0.518,440356.65,SME,Technology,North America,Brazil,Berlin,529,Completed,837,Manager,0.517,1,Approved,2024-05-31,2025-05-30,0.08,Property,Revolving,Debt Refinancing
517,2024-05-31,4464,7014126,Deposit,197049.47,EUR,1.4328,282332.48,SME,Finance,Asia,Germany,Sao Paulo,531,Completed,858,Director,0.099,0,Rejected,2024-06-01,2025-05-31,0.077,Property,Revolving,Equipment Purchase
518,2024-06-01,4882,6238561,Payment,126424.24,GBP,0.5783,73111.14,SME,Healthcare,Asia,Brazil,Berlin,714,Pending,762,Director,0.659,0,Approved,2024-06-02,2025-06-01,0.033,Stocks,Short-term,Working Capital
519,2024-06-02,1245,7339776,Transfer,963516.47,GBP,1.1882,1144850.27,Corporate,Healthcare,Asia,Japan,Tokyo,644,Pending,534,Analyst,0.566,0,Approved,2024-06-03,2025-06-02,0.095,Stocks,Revolving,Working Capital
520,2024-06-03,4247,9885366,Payment,108936.51,EUR,1.285,139983.42,Corporate,Healthcare,North America,Germany,Tokyo,596,Pending,724,Director,0.01,1,Rejected,2024-06-04,2025-06-03,0.029,None,Revolving,Business Expansion
521,2024-06-04,4110,9121757,Payment,479012.58,EUR,1.2953,620464.99,SME,Manufacturing,Europe,Germany,Sao Paulo,188,Pending,507,Manager,0.205,0,Approved,2024-06-05,2025-06-04,0.099,Stocks,Short-term,Debt Refinancing
522,2024-06-05,2500,5642929,Transfer,585978.17,EUR,0.6355,372389.13,Corporate,Healthcare,South America,Brazil,New York,510,Pending,368,Analyst,0.776,0,Approved,2024-06-06,2025-06-05,0.076,Bonds,Long-term,Equipment Purchase
523,2024-06-06,2705,9417233,Withdrawal,541833.05,USD,0.9476,513441.0,Retail,Manufacturing,South America,USA,Berlin,996,Completed,768,Associate,0.276,1,Pending,2024-06-07,2025-06-06,0.045,Property,Installment,Debt Refinancing
524,2024-06-07,3806,3833552,Payment,86946.12,JPY,1.3294,115586.17,Corporate,Manufacturing,North America,USA,Tokyo,952,Failed,465,Manager,0.499,1,Approved,2024-06-08,2025-06-07,0.022,Bonds,Revolving,Equipment Purchase
525,2024-06-08,1537,8376519,Withdrawal,57969.89,JPY,0.8027,46532.43,Retail,Technology,Asia,USA,Berlin,926,Pending,958,Manager,0.312,0,Approved,2024-06-09,2025-06-08,0.039,Bonds,Short-term,Debt Refinancing
526,2024-06-09,2890,6701934,Transfer,106377.94,JPY,0.9677,102941.93,Retail,Technology,Europe,USA,Tokyo,340,Pending,450,Director,0.922,1,Approved,2024-06-10,2025-06-09,0.027,Bonds,Long-term,Working Capital
527,2024-06-10,2841,2276647,Deposit,586002.1,EUR,0.7728,452862.42,Corporate,Healthcare,Europe,Germany,Berlin,877,Pending,398,Manager,0.537,0,Rejected,2024-06-11,2025-06-10,0.066,Property,Revolving,Working Capital
528,2024-06-11,1920,6416775,Deposit,544800.54,JPY,0.9636,524969.8,Corporate,Finance,Asia,Germany,New York,322,Completed,258,Manager,0.696,0,Approved,2024-06-12,2025-06-11,0.042,Property,Installment,Working Capital
529,2024-06-12,3455,9704813,Payment,234507.05,EUR,1.3878,325448.88,SME,Healthcare,South America,Brazil,Sao Paulo,847,Completed,586,Associate,0.083,1,Rejected,2024-06-13,2025-06-12,0.037,Property,Long-term,Debt Refinancing
530,2024-06-13,1524,4045315,Transfer,638136.37,USD,0.9551,609484.05,Corporate,Technology,South America,USA,New York,764,Failed,941,Director,0.04,1,Rejected,2024-06-14,2025-06-13,0.078,Stocks,Short-term,Debt Refinancing
531,2024-06-14,3875,4144480,Withdrawal,820247.43,GBP,1.0559,866099.26,Corporate,Healthcare,Europe,USA,Berlin,567,Failed,836,Manager,0.259,1,Approved,2024-06-15,2025-06-14,0.031,Bonds,Revolving,Business Expansion
532,2024-06-15,2529,4570834,Payment,42537.38,EUR,0.904,38453.79,Corporate,Technology,Europe,Brazil,Tokyo,668,Failed,625,Director,0.309,1,Approved,2024-06-16,2025-06-15,0.063,None,Short-term,Working Capital
533,2024-06-16,3950,5828761,Transfer,498631.81,EUR,0.9601,478736.4,Retail,Healthcare,Asia,Brazil,Tokyo,421,Failed,454,Manager,0.688,0,Approved,2024-06-17,2025-06-16,0.028,Stocks,Installment,Business Expansion
534,2024-06-17,4896,4940285,Transfer,689621.1,GBP,0.5152,355292.79,Retail,Finance,South America,Brazil,Sao Paulo,474,Completed,720,Associate,0.569,1,Approved,2024-06-18,2025-06-17,0.074,Stocks,Installment,Debt Refinancing
535,2024-06-18,1035,7851803,Withdrawal,253059.62,GBP,0.7837,198322.82,Retail,Healthcare,Europe,Japan,New York,211,Failed,500,Director,0.375,1,Approved,2024-06-19,2025-06-18,0.066,None,Short-term,Equipment Purchase
536,2024-06-19,1684,6742533,Payment,308463.13,USD,0.9366,288906.57,SME,Finance,South America,Brazil,New York,626,Pending,504,Director,0.654,0,Approved,2024-06-20,2025-06-19,0.082,Bonds,Revolving,Working Capital
537,2024-06-20,1019,8324222,Transfer,614024.27,JPY,1.1338,696180.72,SME,Finance,Europe,Brazil,New York,511,Completed,195,Associate,0.164,0,Approved,2024-06-21,2025-06-20,0.016,None,Short-term,Working Capital
538,2024-06-21,3368,3627144,Transfer,898037.36,EUR,0.9501,853225.3,SME,Healthcare,Asia,Japan,Tokyo,368,Completed,806,Analyst,0.063,0,Rejected,2024-06-22,2025-06-21,0.029,Property,Long-term,Working Capital
539,2024-06-22,4847,3825896,Transfer,810114.5,JPY,0.8378,678713.93,Retail,Finance,South America,USA,Sao Paulo,725,Completed,669,Manager,0.855,1,Pending,2024-06-23,2025-06-22,0.024,Bonds,Short-term,Working Capital
540,2024-06-23,3559,5936792,Withdrawal,583547.09,EUR,0.8881,518248.17,Corporate,Finance,Europe,Germany,Tokyo,351,Pending,491,Manager,0.564,0,Rejected,2024-06-24,2025-06-23,0.027,Stocks,Installment,Working Capital
541,2024-06-24,1399,5876872,Payment,730491.5,USD,0.7423,542243.84,SME,Technology,Europe,USA,New York,473,Completed,451,Analyst,0.649,1,Approved,2024-06-25,2025-06-24,0.019,Property,Revolving,Debt Refinancing
542,2024-06-25,3701,3739956,Payment,365457.65,GBP,1.4245,520594.42,SME,Technology,Europe,Germany,Berlin,753,Pending,905,Director,0.307,1,Pending,2024-06-26,2025-06-25,0.061,Property,Revolving,Working Capital
543,2024-06-26,1971,3619980,Payment,641324.56,USD,1.0217,655241.3,Retail,Finance,Europe,Germany,Tokyo,725,Failed,765,Director,0.372,1,Pending,2024-06-27,2025-06-26,0.063,Stocks,Installment,Working Capital
544,2024-06-27,2906,1721384,Payment,466715.41,GBP,0.5134,239611.69,SME,Manufacturing,Asia,Brazil,Sao Paulo,549,Completed,675,Associate,0.082,1,Approved,2024-06-28,2025-06-27,0.086,None,Installment,Business Expansion
545,2024-06-28,3518,9908385,Deposit,190746.2,JPY,0.5194,99073.58,Corporate,Healthcare,South America,Brazil,New York,901,Pending,769,Associate,0.857,0,Approved,2024-06-29,2025-06-28,0.048,Property,Long-term,Equipment Purchase
546,2024-06-29,2166,8716220,Deposit,702036.54,JPY,1.473,1034099.82,Retail,Finance,South America,Japan,Berlin,968,Completed,876,Associate,0.592,0,Rejected,2024-06-30,2025-06-29,0.058,Property,Installment,Working Capital
547,2024-06-30,2115,3887698,Payment,556908.17,USD,0.7215,401809.24,Retail,Healthcare,North America,USA,Tokyo,636,Failed,732,Analyst,0.084,0,Pending,2024-07-01,2025-06-30,0.099,Bonds,Installment,Business Expansion
548,2024-07-01,4425,3432593,Withdrawal,359262.96,GBP,1.3056,469053.72,Corporate,Technology,South America,USA,Berlin,467,Completed,387,Analyst,0.805,0,Pending,2024-07-02,2025-07-01,0.058,Bonds,Installment,Debt Refinancing
549,2024-07-02,1833,5031464,Deposit,911427.85,USD,0.5583,508850.17,Corporate,Healthcare,North America,Germany,Berlin,921,Failed,622,Director,0.444,0,Approved,2024-07-03,2025-07-02,0.062,Stocks,Revolving,Business Expansion
550,2024-07-03,2823,4390742,Transfer,21913.18,GBP,1.4212,31143.01,Corporate,Finance,Europe,Brazil,Sao Paulo,354,Completed,825,Associate,0.765,1,Approved,2024-07-04,2025-07-03,0.1,Stocks,Installment,Working Capital
551,2024-07-04,3774,9545106,Deposit,316457.38,GBP,1.3744,434939.02,SME,Finance,Asia,Brazil,Tokyo,562,Pending,261,Director,0.013,1,Pending,2024-07-05,2025-07-04,0.099,Stocks,Short-term,Business Expansion
552,2024-07-05,2982,8357804,Transfer,57824.52,JPY,1.0711,61935.84,Corporate,Finance,Asia,USA,Sao Paulo,367,Failed,716,Analyst,0.029,1,Pending,2024-07-06,2025-07-05,0.048,None,Short-term,Business Expansion
553,2024-07-06,1853,7133066,Payment,766760.79,JPY,0.509,390281.24,Retail,Finance,Europe,Japan,New York,225,Completed,758,Manager,0.171,1,Approved,2024-07-07,2025-07-06,0.067,Property,Revolving,Debt Refinancing
554,2024-07-07,1050,3887296,Deposit,702405.35,GBP,0.7578,532282.77,Corporate,Manufacturing,North America,Brazil,Berlin,492,Failed,281,Director,0.211,0,Approved,2024-07-08,2025-07-07,0.053,Stocks,Long-term,Business Expansion
555,2024-07-08,4736,7529845,Withdrawal,332020.87,GBP,0.9068,301076.52,Retail,Manufacturing,Europe,Japan,Sao Paulo,861,Failed,949,Analyst,0.764,1,Approved,2024-07-09,2025-07-08,0.075,Bonds,Long-term,Debt Refinancing
556,2024-07-09,4769,3736582,Deposit,675987.24,GBP,0.9601,649015.35,Retail,Manufacturing,Asia,USA,Sao Paulo,898,Pending,648,Associate,0.707,1,Rejected,2024-07-10,2025-07-09,0.094,Property,Revolving,Debt Refinancing
557,2024-07-10,1574,8956056,Deposit,396541.29,JPY,0.7977,316320.99,SME,Finance,Asia,USA,New York,433,Pending,181,Manager,0.616,1,Rejected,2024-07-11,2025-07-10,0.038,Stocks,Short-term,Business Expansion
558,2024-07-11,4261,2100500,Deposit,756497.54,JPY,0.5329,403137.54,Corporate,Manufacturing,South America,Japan,Tokyo,664,Pending,623,Manager,0.885,1,Approved,2024-07-12,2025-07-11,0.084,Property,Revolving,Working Capital
559,2024-07-12,2148,2576590,Payment,454729.48,EUR,1.0901,495700.61,SME,Healthcare,North America,Brazil,Sao Paulo,467,Pending,103,Manager,0.247,1,Rejected,2024-07-13,2025-07-12,0.069,Property,Installment,Equipment Purchase
560,2024-07-13,3197,6594176,Withdrawal,412867.45,GBP,1.0242,422858.84,Corporate,Finance,South America,USA,Berlin,654,Failed,594,Associate,0.904,1,Pending,2024-07-14,2025-07-13,0.035,Property,Revolving,Business Expansion
561,2024-07-14,3361,2961977,Deposit,934795.19,EUR,0.783,731944.63,Corporate,Technology,Asia,Germany,Berlin,777,Failed,654,Manager,0.909,0,Pending,2024-07-15,2025-07-14,0.082,Stocks,Long-term,Business Expansion
562,2024-07-15,3617,8049926,Withdrawal,251628.22,GBP,0.538,135375.98,Corporate,Finance,Asia,USA,Berlin,653,Completed,150,Analyst,0.434,0,Approved,2024-07-16,2025-07-15,0.048,Property,Short-term,Business Expansion
563,2024-07-16,4413,5032654,Payment,121326.89,JPY,1.4946,181335.17,Corporate,Healthcare,South America,Brazil,Berlin,991,Completed,360,Director,0.094,1,Pending,2024-07-17,2025-07-16,0.021,Property,Long-term,Equipment Purchase
564,2024-07-17,3352,1664468,Transfer,584958.57,EUR,0.982,574429.32,Corporate,Manufacturing,South America,Germany,Sao Paulo,555,Completed,233,Manager,0.727,1,Pending,2024-07-18,2025-07-17,0.099,Property,Long-term,Equipment Purchase
565,2024-07-18,2715,7500242,Deposit,969352.49,EUR,1.256,1217506.73,Retail,Finance,Asia,USA,Berlin,787,Pending,698,Manager,0.337,1,Pending,2024-07-19,2025-07-18,0.048,Bonds,Short-term,Debt Refinancing
566,2024-07-19,1681,8899963,Withdrawal,378461.37,USD,0.9523,360408.76,Retail,Manufacturing,South America,Brazil,Sao Paulo,166,Failed,461,Analyst,0.795,1,Pending,2024-07-20,2025-07-19,0.059,Stocks,Installment,Equipment Purchase
567,2024-07-20,1837,7978140,Withdrawal,62974.73,GBP,0.5432,34207.87,Corporate,Finance,South America,Brazil,Tokyo,165,Failed,667,Associate,0.164,1,Pending,2024-07-21,2025-07-20,0.083,None,Short-term,Equipment Purchase
568,2024-07-21,4854,4037099,Payment,339965.96,JPY,0.8096,275236.44,Retail,Healthcare,North America,USA,Berlin,694,Completed,316,Manager,0.54,0,Rejected,2024-07-22,2025-07-21,0.096,Bonds,Short-term,Business Expansion
569,2024-07-22,2077,5828426,Deposit,506425.72,USD,0.8201,415319.73,SME,Finance,Asia,Brazil,Tokyo,961,Completed,977,Analyst,0.508,0,Rejected,2024-07-23,2025-07-22,0.089,Property,Revolving,Debt Refinancing
570,2024-07-23,4050,9100706,Transfer,162761.08,USD,1.3384,217839.43,SME,Manufacturing,Europe,Japan,Sao Paulo,716,Failed,167,Analyst,0.1,1,Approved,2024-07-24,2025-07-23,0.057,Property,Short-term,Working Capital
571,2024-07-24,3491,3042823,Withdrawal,658444.12,GBP,1.1542,759976.2,SME,Manufacturing,North America,Germany,New York,499,Pending,963,Associate,0.363,0,Pending,2024-07-25,2025-07-24,0.059,None,Revolving,Debt Refinancing
572,2024-07-25,3660,2048173,Deposit,997751.64,USD,0.7754,773656.62,Corporate,Healthcare,Europe,Japan,Tokyo,386,Completed,655,Associate,0.085,1,Rejected,2024-07-26,2025-07-25,0.035,None,Long-term,Equipment Purchase
573,2024-07-26,4040,9379341,Transfer,452287.74,GBP,1.4677,663822.72,Corporate,Finance,South America,USA,Berlin,985,Completed,242,Director,0.465,1,Rejected,2024-07-27,2025-07-26,0.052,Bonds,Short-term,Equipment Purchase
574,2024-07-27,3311,7579137,Withdrawal,355373.83,USD,0.8215,291939.6,Retail,Technology,South America,Japan,New York,285,Failed,445,Manager,0.843,0,Rejected,2024-07-28,2025-07-27,0.095,Property,Installment,Business Expansion
575,2024-07-28,4124,2912584,Withdrawal,401303.46,GBP,1.4982,601232.84,Retail,Finance,Europe,USA,Tokyo,383,Failed,653,Director,0.27,0,Pending,2024-07-29,2025-07-28,0.075,None,Revolving,Working Capital
576,2024-07-29,2595,4777538,Transfer,116031.03,JPY,1.4962,173605.63,Retail,Healthcare,South America,USA,Sao Paulo,615,Completed,750,Analyst,0.765,0,Rejected,2024-07-30,2025-07-29,0.011,Bonds,Revolving,Working Capital
577,2024-07-30,4051,1225049,Transfer,883390.33,GBP,0.6912,610599.4,SME,Technology,South America,Brazil,Sao Paulo,749,Completed,684,Manager,0.183,0,Approved,2024-07-31,2025-07-30,0.02,None,Installment,Working Capital
578,2024-07-31,4691,1747419,Payment,415410.83,GBP,0.8127,337604.38,SME,Healthcare,North America,Brazil,Sao Paulo,790,Pending,878,Analyst,0.674,1,Approved,2024-08-01,2025-07-31,0.093,Property,Revolving,Equipment Purchase
579,2024-08-01,1004,6438684,Deposit,387887.14,EUR,0.986,382456.72,SME,Finance,Europe,USA,Tokyo,336,Pending,293,Analyst,0.916,0,Pending,2024-08-02,2025-08-01,0.086,Property,Revolving,Equipment Purchase
580,2024-08-02,2126,7030489,Deposit,660030.58,JPY,1.1641,768341.6,SME,Technology,North America,Germany,Sao Paulo,117,Pending,766,Analyst,0.324,0,Approved,2024-08-03,2025-08-02,0.054,Property,Installment,Debt Refinancing
581,2024-08-03,2219,6537803,Payment,442591.39,JPY,1.028,454983.95,Retail,Healthcare,Europe,Germany,Tokyo,914,Pending,345,Associate,0.9,0,Rejected,2024-08-04,2025-08-03,0.066,Property,Long-term,Equipment Purchase
582,2024-08-04,1773,3380932,Withdrawal,648585.24,JPY,1.4694,953031.15,Corporate,Manufacturing,North America,Germany,Berlin,513,Completed,413,Associate,0.505,1,Pending,2024-08-05,2025-08-04,0.036,Stocks,Short-term,Working Capital
583,2024-08-05,1876,2654753,Transfer,62384.84,USD,1.224,76359.04,Corporate,Technology,Asia,Japan,Berlin,108,Completed,829,Manager,0.317,1,Approved,2024-08-06,2025-08-05,0.081,Stocks,Short-term,Working Capital
584,2024-08-06,1991,9793380,Transfer,813909.62,EUR,0.712,579503.65,SME,Technology,Asia,USA,Tokyo,519,Completed,483,Analyst,0.897,1,Pending,2024-08-07,2025-08-06,0.064,Stocks,Short-term,Working Capital
585,2024-08-07,3931,1571107,Transfer,940563.45,JPY,0.6051,569134.94,Corporate,Healthcare,Europe,Brazil,Tokyo,128,Pending,864,Analyst,0.032,0,Rejected,2024-08-08,2025-08-07,0.073,Bonds,Short-term,Business Expansion
586,2024-08-08,4421,3086213,Withdrawal,649116.62,USD,1.1884,771410.19,Corporate,Manufacturing,Asia,Japan,New York,755,Completed,888,Manager,0.028,0,Approved,2024-08-09,2025-08-08,0.044,Bonds,Short-term,Debt Refinancing
587,2024-08-09,1046,4358509,Transfer,954611.36,USD,0.6585,628611.58,Corporate,Technology,North America,Japan,Sao Paulo,447,Failed,376,Director,0.6,0,Rejected,2024-08-10,2025-08-09,0.049,None,Short-term,Debt Refinancing
588,2024-08-10,3914,3779499,Transfer,152280.88,USD,1.2877,196092.09,SME,Healthcare,Europe,Brazil,Berlin,760,Pending,171,Analyst,0.797,1,Approved,2024-08-11,2025-08-10,0.029,None,Revolving,Equipment Purchase
589,2024-08-11,3870,8313834,Payment,477938.77,EUR,0.811,387608.34,Retail,Technology,Asia,USA,Berlin,675,Failed,228,Associate,0.752,0,Pending,2024-08-12,2025-08-11,0.095,Bonds,Short-term,Business Expansion
590,2024-08-12,3983,9937492,Withdrawal,602204.93,USD,0.8269,497963.26,Retail,Technology,Asia,Japan,New York,978,Pending,457,Director,0.079,0,Approved,2024-08-13,2025-08-12,0.095,None,Revolving,Debt Refinancing
591,2024-08-13,4891,2999254,Deposit,582154.91,EUR,0.5108,297364.73,Corporate,Technology,Europe,USA,Tokyo,549,Completed,797,Director,0.95,1,Approved,2024-08-14,2025-08-13,0.084,Bonds,Installment,Business Expansion
592,2024-08-14,3703,6044842,Payment,402060.32,GBP,1.201,482874.44,Retail,Manufacturing,Asia,USA,Tokyo,479,Pending,624,Director,0.703,0,Approved,2024-08-15,2025-08-14,0.094,Stocks,Long-term,Business Expansion
593,2024-08-15,1268,5156532,Payment,338746.32,USD,0.6133,207753.12,Retail,Finance,Asia,USA,New York,798,Failed,940,Director,0.949,0,Pending,2024-08-16,2025-08-15,0.07,Bonds,Revolving,Equipment Purchase
